id,nroomsAuto,nrooms,nregions,nobjects,dimX,dimY,dimZ,floorArea,set,notes
c49c64b5260d30f79f01849e0efe3bd4,3,3,3,52,17.360,2.740,6.005,104.245,test,
c53da3a18664c0f929ece76174095291,5,7,5,53,10.289,2.740,11.783,121.239,val,
c58ec8dfbc8fcc47d392ef0024668302,4,4,5,55,6.270,2.740,6.013,37.702,val,
c5c7802a6c1210f888982515b439e996,8,9,10,51,15.370,2.900,13.855,212.950,train,
c918538b0fd1c006ea2dac2eb8ba097b,4,5,6,33,8.040,2.750,6.575,52.864,test,
ca1a2261d2768b14f7ed6fbffffa0f49,5,5,5,16,6.989,4.001,7.575,52.946,train,
cb86b0f6a3962de8ade6ef4002c3e0a9,6,6,6,66,13.140,2.740,14.505,190.597,val,
cbc6038a0965eefaa9c2cde84b71599b,6,6,6,29,8.620,2.740,9.410,81.118,train,
cc64483287f34a1e4c9cfa01e64d55ec,6,6,7,85,14.330,2.740,5.875,84.193,train,
ce438ed3788eacad51dcc40f0c629518,3,3,3,73,18.955,2.790,7.640,144.816,val,
cf85f3aafa09bb6fc7c228835ef25a33,3,3,4,46,5.282,2.780,9.634,50.886,train,
d010e47ee66e1d7957d8dafa363824e9,7,7,10,154,10.329,2.750,13.535,139.811,train,
d0c92d757c4b20e677e235b3ac25044a,4,4,4,46,7.139,2.740,5.580,39.841,test,
d1e090559740f78edce57ddc73e055b1,3,3,5,39,9.799,2.750,8.880,87.015,train,
d1f8cb0a80afd5e8b395502d7205809a,4,4,4,67,18.107,2.790,10.135,183.513,train,need to go outside
d45873f2a6fd69dcbe9830f66f788c98,5,6,10,68,12.398,2.740,11.435,141.775,test,
d5750505037acbdb37dfb5c674da21e4,5,5,7,67,17.365,2.790,15.795,274.272,val,need to go outside to reach garage
d584bada9a4ce1dbe5de059e7efe587f,5,5,7,36,5.645,3.100,9.600,54.189,train,
d5bfc24eed2a9370c951e5ab00b3a695,5,5,5,88,11.820,2.750,8.500,100.470,val,
d5eddcd05cca5a5e882b28fc4ed8160e,2,2,6,66,6.257,2.750,11.315,70.794,train,
d66c4616514480a2044c7914f7b3c1db,6,6,10,53,11.463,2.740,19.380,222.142,train,
d756a22902b796f2054162fc392709b2,3,5,4,40,6.789,3.140,7.570,51.399,test,
d77b63cc6821c247e63ead5af9d1404b,6,9,8,69,14.450,2.752,10.463,151.192,train,needRoomFixup:(actually 6 rooms)
d86792c878fd0b7b218116a5cf364853,9,7,11,144,21.544,4.944,17.730,381.969,train,
daafe2b8419efd416a3e61a79533523d,4,7,6,148,19.410,2.780,10.981,213.147,test,
dafc15368b8e1a41be730a5f4e5d615f,7,7,7,54,13.360,2.740,12.070,161.249,test,
db6fec4dba093d2f037db1c01461e81c,5,5,7,88,16.432,2.746,9.729,159.873,train,
dbd93b71db6e37ab90fa100f7d25aa75,6,5,10,231,32.135,2.780,26.915,864.906,train,
dc251799d2b7cbc1fee86fbf524f2bec,2,2,2,43,11.429,2.740,6.246,71.386,test,
dc31c1f3fd8866c172c173618fc3cb1d,9,9,10,106,22.548,2.802,18.321,413.112,val,
dd10b585604c371872abfdf8d9fba618,2,2,3,35,6.220,3.090,9.065,56.384,train,
ddf29205d4f4877b661f1bb1d8275808,1,2,3,50,6.009,2.750,5.825,35.007,val,
dedb68c7ee3eb3db15dc4d4c7ef774b9,7,7,9,22,10.300,2.790,18.040,185.811,train,
df8af0e4797669823f1f41c1dd1d08bf,6,6,6,62,6.600,2.740,9.696,63.988,val,
e003b411ea6788c6bc33f77505b7211c,5,5,9,61,12.009,2.740,11.039,132.578,train,
e0390cfb39f7014443e25a4bff5398de,8,8,10,106,16.089,2.750,13.282,213.685,train,
e0490b937f39f6d443c175faa5f858f3,5,6,6,199,13.107,3.348,10.521,137.899,test,
e08659cd2c7c7194f526c1d16f85a1e6,7,7,10,160,15.299,2.860,8.350,127.751,train,
e0d5ce65745763449405e25f70d63d54,4,4,7,49,12.216,3.420,12.674,154.829,train,
e3310eacee95df7b6b5ddd748840a424,4,5,4,25,5.869,2.740,8.740,51.290,val,
e5035fa67cd8768c3269a2fa6a049d0b,4,4,5,55,9.658,2.740,6.929,66.916,train,
e5345b7183380ea95b7f3c32d50fcf3a,2,2,4,55,14.965,2.740,8.260,123.614,test,
e5ecdd0c75c88f5a7fdcee6a0df7cf59,3,3,4,37,7.545,2.740,10.445,78.803,train,
e708568efdf07bf0823d276b102675af,3,3,6,58,11.762,2.760,6.310,74.220,train,
e81265b2aaa1ca1b9b0a351b0bf136bd,8,8,10,109,11.365,2.740,12.740,144.789,test,
e823e67d25af6632534a953db53c9dd0,6,8,8,35,11.949,2.740,8.330,99.537,train,
e87f25963522348ab9bb9033b4ec7334,4,4,6,59,16.885,3.050,12.730,214.936,train,
e8b42f5e6767fe8551c647858ef8463d,2,3,4,36,11.900,2.740,6.939,82.566,train,
e8c66f198bc9517c8cf840763c52fb7a,3,3,3,120,8.589,2.740,14.359,123.340,val,
e8e9aa00a2eaf0ebaa57516a4140f675,2,2,4,39,7.012,2.750,6.335,44.419,train,
e92f626187ed8aa97e36f75ad9190fea,7,7,8,58,11.653,2.740,11.288,131.541,train,
ea9671e9da2fb73055dcfd2519701195,4,5,6,31,8.849,2.740,8.905,78.802,val,
eb5a3b3668b5e23a7bfc376f22c004c6,4,5,5,54,9.010,2.740,7.160,64.507,train,
eba2e488fbc6e2dc6ac477ab6a7ba453,5,5,7,119,16.219,3.561,13.753,223.060,train,
ec45c682523eedccb340fe3f5cc947e7,4,3,6,37,8.015,2.780,6.125,49.090,val,
eda34930ec767dcddee6342e98905b17,3,3,4,37,10.344,2.740,6.270,64.859,val,
ee19109882b29fc82f0ec32920f90fb2,5,5,6,31,10.350,2.740,13.370,138.375,train,
ef26289bc802528e96bb442cca9014b6,5,5,6,180,12.179,2.760,8.143,99.180,test,weird floor tiles
efd9141367510268d6f0cfafb6695134,2,2,2,18,7.158,2.750,4.658,33.342,train,
f0d7b5029d86940538fb718e50fdff15,4,4,6,25,10.670,2.740,11.195,119.452,train,
f224ea9e734154c1f78718cfd153315b,2,2,4,23,4.773,2.740,8.575,40.924,train,
f2f3b0b1b4002b90c38fe1e69743229e,9,9,11,110,22.463,3.423,17.012,382.145,train,
f3bb9c723c8f8f50827f92741a463b24,5,5,6,107,6.779,2.750,6.625,44.914,train,
f4be119af6f753f8bb044924b06367f0,6,7,7,90,7.200,2.735,6.165,44.389,train,
f52b764edcdbde36a8cfd67a2a1c1ded,2,2,2,41,47.745,2.790,42.645,2036.062,train,
f53a5e16c36045704ed24afbe36004f4,2,2,2,36,6.890,2.740,6.945,47.847,train,
f5c8872fe0bcc6b2e08bae6d1e5b76eb,6,6,7,93,10.420,2.749,6.190,64.497,test,
f5e091908245826aae758a1146024e80,5,5,5,101,9.419,2.961,6.835,64.386,train,
f789f8a6fa47bfa8090a21d3e9f5ae3c,7,7,7,61,11.021,2.750,11.260,124.096,train,needRoomFixup:some room overlap
f95b8548d6b6a141aa749b10b40ddcca,1,2,3,77,15.834,2.750,6.752,106.916,train,was 2 rooms
f9cd089a284fbc3d5b3ea4ee9774f8e5,2,2,4,26,4.800,2.740,9.573,45.952,train,
fa4de621dac85f45ff83968ee4747b66,8,8,14,189,24.995,3.150,26.085,651.995,train,large house with TV in simple corner bedroom
fb309a81f8bd6198cbce3c0f43fdf326,3,3,4,60,10.190,2.740,6.545,66.696,val,
fb9f2849c27c95f7e541d75d9e8caa24,9,9,10,62,13.570,2.740,8.485,115.139,train,
fc216f40ca5ff241e4fe139a00886a84,9,9,9,109,17.120,2.740,11.128,190.515,test,
fe32cd0e1eabed6e95f0ee9d9a466f03,3,3,4,53,14.299,2.740,9.868,141.113,train,
fe4bb07ceee334028d979e984918dd69,4,4,6,71,10.717,2.802,10.183,109.122,train,
fe76272e2335a9a1bcfadb57b54b9a0e,3,3,5,33,7.380,2.740,7.600,56.089,train,
fe990fcb1b1b50a650462b8173863609,5,5,8,43,12.360,2.740,5.800,71.688,val,
feba8395c93a736e2c34f875326f9b39,2,2,2,83,8.929,3.080,4.182,37.340,val,
ff50d4f93174af715f31d24db6d3deb5,2,2,4,55,10.540,2.750,7.730,81.480,test,
ff632ebdbc5bada8e8fe42cd4cd70b52,3,3,4,61,8.320,2.750,12.609,104.907,val,
ff80969e3c6cc948cc27db30b91411e5,4,4,8,90,49.975,2.740,44.425,2220.143,test,small restaurant
fff6a11568773d2262a3a67a4e725b1e,5,4,6,57,16.161,2.740,8.725,141.003,train,
